,yyyy,mm,tmax_C,tmin_C,af,rain_mm,sun_hours
1055,1940,Dec,6.6,0.8,11.0,32.8,46.5
1056,1941,Jan,3.0,-1.2,17.0,64.4,41.7
1057,1941,Feb,7.3,1.3,11.0,63.9,67.9
1058,1941,Mar,9.4,1.4,10.0,64.5,118.7
1059,1941,Apr,11.2,3.1,3.0,26.3,106.9
1060,1941,May,14.1,5.0,5.0,43.7,141.9
1061,1941,Jun,21.0,10.9,0.0,52.9,210.3
1062,1941,Jul,23.6,13.1,0.0,112.7,227.5
1063,1941,Aug,19.3,11.3,0.0,85.1,163.7
1064,1941,Sep,19.0,10.4,0.0,10.6,123.7
1065,1941,Oct,14.7,6.4,0.0,28.8,120.2
1066,1941,Nov,10.0,4.2,2.0,66.6,47.1
1067,1941,Dec,8.3,2.7,6.0,29.8,46.9
1068,1942,Jan,3.5,-2.0,20.0,87.5,45.1
1069,1942,Feb,2.8,-2.6,25.0,16.8,53.9
1070,1942,Mar,9.4,1.9,9.0,60.3,69.4
1071,1942,Apr,14.3,5.1,0.0,26.0,202.5
1072,1942,May,16.8,6.8,0.0,78.8,209.4
1073,1942,Jun,21.5,9.5,0.0,4.1,234.0
1074,1942,Jul,20.9,11.8,0.0,46.8,150.1
1075,1942,Aug,21.8,12.8,0.0,94.2,132.7
1076,1942,Sep,18.6,10.0,0.0,28.4,124.5
1077,1942,Oct,14.6,7.3,0.0,89.4,84.6
1078,1942,Nov,8.4,1.9,6.0,50.0,57.8
1079,1942,Dec,9.4,4.7,2.0,85.9,51.0
1080,1943,Jan,8.3,2.9,7.0,96.5,54.7
1081,1943,Feb,9.5,2.7,3.0,23.7,79.3
1082,1943,Mar,11.7,2.2,8.0,19.6,132.9
1083,1943,Apr,16.2,6.9,0.0,25.7,166.6
1084,1943,May,18.2,7.7,0.0,57.4,244.1
1085,1943,Jun,20.1,10.3,0.0,43.0,192.9
1086,1943,Jul,23.0,11.9,0.0,25.0,196.7
1087,1943,Aug,21.8,12.4,0.0,56.9,178.3
1088,1943,Sep,18.8,9.2,0.0,44.0,142.5
1089,1943,Oct,15.0,6.8,0.0,62.0,84.9
1090,1943,Nov,9.6,3.1,5.0,35.1,72.3
1091,1943,Dec,6.3,0.7,12.0,26.0,49.5
1092,1944,Jan,9.2,3.0,6.0,36.3,41.2
1093,1944,Feb,6.4,0.9,10.0,23.2,62.4
1094,1944,Mar,10.3,1.2,10.0,6.5,142.7
1095,1944,Apr,15.8,6.1,0.0,36.2,147.0
1096,1944,May,18.3,6.5,1.0,18.1,235.6
1097,1944,Jun,19.0,9.6,0.0,52.2,170.3
1098,1944,Jul,21.5,13.1,0.0,56.2,97.5
1099,1944,Aug,23.2,13.0,0.0,49.0,185.2
1100,1944,Sep,17.9,8.6,0.0,64.8,143.8
1101,1944,Oct,13.2,6.6,0.0,85.6,102.0
1102,1944,Nov,9.8,3.6,4.0,91.0,49.3
1103,1944,Dec,6.0,0.8,11.0,40.5,64.1
1104,1945,Jan,3.2,-2.0,22.0,49.9,51.5
1105,1945,Feb,10.9,4.7,0.0,46.8,65.7
1106,1945,Mar,13.1,3.9,3.0,20.4,152.6
1107,1945,Apr,16.1,5.6,2.0,32.6,209.1
1108,1945,May,18.0,8.2,2.0,54.0,156.1
1109,1945,Jun,19.7,10.8,0.0,66.2,182.4
1110,1945,Jul,22.1,12.8,0.0,52.0,159.0
1111,1945,Aug,21.3,11.7,0.0,37.2,144.8
1112,1945,Sep,18.6,11.5,0.0,47.5,64.9
1113,1945,Oct,16.5,8.0,0.0,69.4,111.7
1114,1945,Nov,10.0,4.4,4.0,4.8,31.0
1115,1945,Dec,8.1,2.5,4.0,88.9,46.6
1116,1946,Jan,5.9,0.1,16.0,35.2,49.9
1117,1946,Feb,9.4,4.0,3.0,56.1,78.7
1118,1946,Mar,9.6,1.3,9.0,24.4,107.2
1119,1946,Apr,16.1,5.0,0.0,34.4,203.3
1120,1946,May,15.7,6.2,0.0,78.6,162.9
1121,1946,Jun,18.1,9.5,0.0,58.3,149.8
1122,1946,Jul,22.3,12.7,0.0,32.2,197.6
1123,1946,Aug,20.1,11.4,0.0,92.2,134.8
1124,1946,Sep,18.4,11.0,0.0,85.4,98.5
1125,1946,Oct,13.7,7.1,3.0,20.2,79.3
1126,1946,Nov,11.2,5.7,1.0,114.1,42.9
1127,1946,Dec,6.2,-0.1,13.0,53.8,74.7
1128,1947,Jan,4.9,-0.6,15.0,35.2,59.5
1129,1947,Feb,-0.2,-4.4,26.0,42.5,26.3
1130,1947,Mar,7.7,1.3,14.0,132.9,70.9
1131,1947,Apr,13.8,5.2,0.0,47.0,150.5
1132,1947,May,19.2,9.0,0.0,47.9,147.3
1133,1947,Jun,21.5,11.4,0.0,27.4,185.9
1134,1947,Jul,22.6,13.6,0.0,43.2,144.5
1135,1947,Aug,25.8,13.1,0.0,15.0,274.9
1136,1947,Sep,20.7,11.1,0.0,29.3,159.9
1137,1947,Oct,15.8,5.6,2.0,10.5,107.3
1138,1947,Nov,10.9,4.6,8.0,32.2,75.4
1139,1947,Dec,8.1,2.8,6.0,44.9,37.9
1140,1948,Jan,9.1,3.2,4.0,127.3,45.7
1141,1948,Feb,7.9,2.2,11.0,22.6,92.9
1142,1948,Mar,14.0,3.5,4.0,18.5,160.2
1143,1948,Apr,14.8,4.4,2.0,42.6,205.2
1144,1948,May,17.5,6.5,0.0,126.0,237.1
1145,1948,Jun,18.5,9.9,0.0,53.7,124.2
1146,1948,Jul,21.1,12.1,0.0,21.7,174.7
1147,1948,Aug,20.1,11.9,0.0,87.3,133.7
1148,1948,Sep,19.1,10.7,0.0,63.1,146.4
1149,1948,Oct,14.3,6.4,3.0,59.3,93.7
1150,1948,Nov,10.5,4.2,7.0,38.3,68.6
1151,1948,Dec,9.1,3.4,5.0,68.7,65.4
1152,1949,Jan,8.6,3.1,5.0,23.4,51.0
1153,1949,Feb,10.3,1.6,8.0,25.8,115.1
1154,1949,Mar,9.0,1.7,9.0,43.2,112.5
1155,1949,Apr,15.5,6.1,1.0,33.4,182.5
1156,1949,May,16.7,6.6,0.0,61.4,233.3
1157,1949,Jun,21.6,10.3,0.0,11.7,242.1
1158,1949,Jul,24.7,12.8,0.0,23.0,262.5
1159,1949,Aug,22.9,12.6,0.0,37.7,210.3
1160,1949,Sep,22.0,12.5,0.0,58.3,151.1
1161,1949,Oct,16.3,8.4,2.0,161.8,125.0
1162,1949,Nov,9.9,3.4,5.0,64.2,76.2
1163,1949,Dec,9.1,3.3,4.0,34.6,65.4
1164,1950,Jan,6.9,1.5,12.0,14.2,40.6
1165,1950,Feb,9.5,2.8,5.0,103.9,67.5
1166,1950,Mar,12.2,3.6,3.0,22.3,138.8
1167,1950,Apr,12.5,4.2,2.0,54.4,163.7
1168,1950,May,16.0,7.1,0.0,55.5,174.1
1169,1950,Jun,22.1,11.8,0.0,39.1,244.5
1170,1950,Jul,20.8,12.5,0.0,135.5,174.0
1171,1950,Aug,20.8,12.2,0.0,77.6,171.1
1172,1950,Sep,17.3,10.0,0.0,73.0,112.7
1173,1950,Oct,13.4,6.6,3.0,12.9,96.6
1174,1950,Nov,8.7,4.0,3.0,112.3,56.9
1175,1950,Dec,3.7,-0.7,20.0,33.3,55.3
1176,1951,Jan,7.1,2.0,8.0,78.0,48.9
1177,1951,Feb,6.9,1.4,4.0,87.5,58.6
1178,1951,Mar,8.0,1.6,9.0,90.2,92.6
1179,1951,Apr,12.0,2.9,1.0,64.8,200.4
1180,1951,May,14.5,6.5,0.0,53.4,152.1
1181,1951,Jun,19.7,9.4,0.0,35.9,251.9
1182,1951,Jul,22.3,12.1,0.0,34.2,216.7
1183,1951,Aug,19.9,11.7,0.0,93.7,174.7
1184,1951,Sep,18.8,10.7,0.0,125.1,110.8
1185,1951,Oct,13.8,5.0,4.0,22.9,105.6
1186,1951,Nov,11.7,6.2,1.0,132.1,75.1
1187,1951,Dec,9.0,3.0,5.0,39.8,69.8
1188,1952,Jan,6.0,0.3,13.0,46.4,94.1
1189,1952,Feb,6.9,0.3,13.0,13.3,96.7
1190,1952,Mar,10.5,3.9,4.0,61.1,105.0
1191,1952,Apr,15.2,5.4,2.0,41.2,178.2
1192,1952,May,19.1,9.5,0.0,56.6,207.0
1193,1952,Jun,20.5,10.5,0.0,34.0,217.6
1194,1952,Jul,23.0,12.9,0.0,7.5,194.0
1195,1952,Aug,21.1,12.6,0.0,108.5,180.5
1196,1952,Sep,15.7,7.2,0.0,43.0,140.3
1197,1952,Oct,12.9,5.6,4.0,95.5,105.0
1198,1952,Nov,7.0,1.3,7.0,96.8,72.1
1199,1952,Dec,6.0,-0.6,16.0,55.2,77.7
1200,1953,Jan,5.4,0.8,13.0,21.8,42.5
1201,1953,Feb,7.3,1.1,11.0,40.4,75.9
1202,1953,Mar,10.8,0.3,17.0,17.2,140.7
1203,1953,Apr,12.5,3.5,1.0,53.0,183.3
1204,1953,May,17.9,8.2,0.0,42.8,223.0
1205,1953,Jun,18.7,10.5,0.0,40.5,139.7
1206,1953,Jul,20.4,11.7,0.0,82.1,203.4
1207,1953,Aug,21.7,12.2,0.0,74.1,237.4
1208,1953,Sep,18.6,10.0,0.0,47.3,151.7
1209,1953,Oct,14.0,6.5,0.0,56.0,84.1
1210,1953,Nov,11.3,5.9,0.0,39.7,54.4
1211,1953,Dec,9.5,5.0,0.0,18.0,28.4
1212,1954,Jan,5.6,0.3,16.0,33.0,75.7
1213,1954,Feb,6.5,0.2,10.0,59.7,79.7
1214,1954,Mar,10.1,2.9,4.0,64.4,107.9
1215,1954,Apr,12.8,2.8,5.0,10.1,202.4
1216,1954,May,15.9,7.2,0.0,53.3,145.9
1217,1954,Jun,17.9,10.3,0.0,92.3,157.1
1218,1954,Jul,18.6,11.3,0.0,55.8,157.1
1219,1954,Aug,19.2,11.3,0.0,80.1,123.5
1220,1954,Sep,17.6,9.4,0.0,66.3,168.8
1221,1954,Oct,15.8,9.3,1.0,54.9,94.5
1222,1954,Nov,10.9,3.8,5.0,112.2,60.1
1223,1954,Dec,9.6,4.4,3.0,51.4,54.5
1224,1955,Jan,5.4,0.3,13.0,62.7,40.1
1225,1955,Feb,4.5,-1.1,18.0,36.3,86.3
1226,1955,Mar,7.5,-0.4,19.0,36.5,161.4
1227,1955,Apr,14.6,5.6,0.0,16.6,173.7
1228,1955,May,14.6,6.0,0.0,113.5,217.5
1229,1955,Jun,19.3,10.1,0.0,107.4,155.3
1230,1955,Jul,23.7,12.6,0.0,7.4,268.3
1231,1955,Aug,24.3,13.6,0.0,11.5,188.0
1232,1955,Sep,19.4,10.0,0.0,38.3,153.1
1233,1955,Oct,13.9,5.4,4.0,40.1,119.7
1234,1955,Nov,10.4,3.7,6.0,35.4,71.5
1235,1955,Dec,9.4,2.2,6.0,79.1,47.3
1236,1956,Jan,6.7,1.0,13.0,99.5,50.3
1237,1956,Feb,2.5,-3.5,21.0,11.4,78.9
1238,1956,Mar,10.8,2.2,8.0,17.3,149.7
1239,1956,Apr,12.2,2.6,2.0,48.1,158.7
1240,1956,May,18.2,7.1,0.0,8.5,246.6
1241,1956,Jun,17.9,9.6,0.0,62.7,145.0
1242,1956,Jul,20.9,12.5,0.0,62.0,168.0
1243,1956,Aug,18.4,10.6,0.0,114.9,161.4
1244,1956,Sep,18.4,11.1,0.0,60.0,94.3
1245,1956,Oct,13.6,5.8,0.0,45.9,116.5
1246,1956,Nov,9.1,2.9,4.0,19.7,77.9
1247,1956,Dec,8.2,3.5,10.0,80.7,18.2
1248,1957,Jan,8.6,3.0,4.0,41.0,50.8
1249,1957,Feb,9.1,3.2,6.0,71.7,83.1
1250,1957,Mar,13.6,5.9,1.0,43.1,110.2
1251,1957,Apr,13.5,5.1,1.0,9.9,168.0
1252,1957,May,15.4,6.2,0.0,42.4,205.6
1253,1957,Jun,22.2,10.1,0.0,55.7,297.1
1254,1957,Jul,21.5,13.4,0.0,85.4,157.9
1255,1957,Aug,20.4,12.1,0.0,95.9,170.5
1256,1957,Sep,16.9,9.7,0.0,101.5,102.6
1257,1957,Oct,15.4,7.6,0.0,52.6,92.9
1258,1957,Nov,8.8,3.7,3.0,50.5,76.4
1259,1957,Dec,7.4,1.6,10.0,64.4,62.3
1260,1958,Jan,6.6,1.0,11.0,90.2,54.6
1261,1958,Feb,9.0,2.3,8.0,65.4,55.4
1262,1958,Mar,7.8,0.9,14.0,34.6,110.7
1263,1958,Apr,12.1,3.6,6.0,27.5,145.2
1264,1958,May,16.4,7.9,0.0,54.4,196.0
1265,1958,Jun,19.1,10.7,0.0,84.2,145.7
1266,1958,Jul,20.8,12.3,0.0,63.6,188.1
1267,1958,Aug,20.2,12.7,0.0,67.3,119.6
1268,1958,Sep,19.3,11.8,0.0,80.3,118.0
1269,1958,Oct,14.4,8.1,0.0,72.5,93.7
1270,1958,Nov,9.3,4.2,1.0,76.7,51.8
1271,1958,Dec,7.4,2.7,4.0,83.5,29.5
1272,1959,Jan,4.9,-0.6,20.0,94.1,85.8
1273,1959,Feb,7.1,1.3,12.0,2.2,65.5
1274,1959,Mar,11.4,4.1,0.0,86.6,102.0
1275,1959,Apr,14.2,6.3,0.0,52.2,153.8
1276,1959,May,18.3,7.7,0.0,25.8,228.0
1277,1959,Jun,21.0,10.9,0.0,25.2,226.3
1278,1959,Jul,23.9,12.8,0.0,64.9,272.7
1279,1959,Aug,23.3,13.0,0.0,44.0,245.6
1280,1959,Sep,21.8,9.4,0.0,5.4,213.9
1281,1959,Oct,17.3,7.8,0.0,49.1,144.2
1282,1959,Nov,10.6,3.7,7.0,44.9,70.6
1283,1959,Dec,9.2,3.4,2.0,124.0,45.0
1284,1960,Jan,6.5,1.6,12.0,82.3,37.8
1285,1960,Feb,7.5,1.9,6.0,50.6,82.3
1286,1960,Mar,9.8,3.9,1.0,24.9,78.0
1287,1960,Apr,14.0,4.8,3.0,16.9,164.9
1288,1960,May,17.8,8.8,0.0,61.4,182.3
1289,1960,Jun,21.8,11.9,0.0,111.0,274.9
1290,1960,Jul,19.6,11.9,0.0,110.1,129.7
1291,1960,Aug,20.0,11.4,0.0,50.5,147.1
1292,1960,Sep,17.8,9.8,0.0,104.8,122.8
1293,1960,Oct,13.8,7.9,0.0,138.6,60.9
1294,1960,Nov,10.8,4.7,1.0,106.1,73.4
1295,1960,Dec,6.6,2.2,2.0,107.5,54.5
1296,1961,Jan,6.6,1.8,5.0,86.1,43.6
1297,1961,Feb,10.3,4.9,0.0,53.4,65.1
1298,1961,Mar,13.6,3.7,3.0,4.5,173.2
1299,1961,Apr,14.4,7.0,0.0,75.9,86.9
1300,1961,May,16.3,7.2,0.0,28.0,225.2
1301,1961,Jun,20.9,10.2,0.0,33.9,231.2
1302,1961,Jul,21.1,11.9,0.0,54.3,196.5
1303,1961,Aug,21.1,12.0,0.0,59.1,185.7
1304,1961,Sep,20.4,11.5,0.0,56.9,135.8
1305,1961,Oct,15.0,7.5,1.0,67.7,118.2
1306,1961,Nov,9.2,3.1,6.0,36.9,63.4
1307,1961,Dec,5.3,-0.3,18.0,97.8,76.5
1308,1962,Jan,7.5,1.6,6.0,94.7,70.0
1309,1962,Feb,7.5,1.6,7.0,10.3,70.6
1310,1962,Mar,7.3,-0.7,17.0,32.4,126.3
1311,1962,Apr,12.0,4.5,0.0,50.7,143.3
1312,1962,May,14.8,7.0,0.0,38.6,177.5
1313,1962,Jun,19.8,9.3,0.0,5.5,280.3
1314,1962,Jul,20.2,11.8,0.0,54.6,137.3
1315,1962,Aug,19.4,11.6,0.0,96.1,154.5
1316,1962,Sep,17.0,9.5,0.0,115.0,142.3
1317,1962,Oct,14.8,6.8,1.0,29.6,108.8
1318,1962,Nov,8.3,2.8,7.0,55.1,32.7
1319,1962,Dec,4.2,-1.6,17.0,50.4,72.6
1320,1963,Jan,-0.2,-5.8,28.0,27.9,58.9
1321,1963,Feb,1.7,-3.1,25.0,10.4,66.4
1322,1963,Mar,9.8,3.1,5.0,75.9,85.8
1323,1963,Apr,13.2,5.7,0.0,50.4,119.1
1324,1963,May,15.6,6.9,0.0,43.6,193.4
1325,1963,Jun,19.9,11.0,0.0,65.9,199.4
1326,1963,Jul,20.4,11.4,0.0,48.0,188.2
1327,1963,Aug,18.7,11.2,0.0,81.4,142.6
1328,1963,Sep,17.6,9.7,0.0,58.0,129.7
1329,1963,Oct,14.8,8.4,0.0,44.4,78.8
1330,1963,Nov,11.4,6.3,0.0,115.4,60.4
1331,1963,Dec,4.9,0.0,16.0,18.6,49.8
1332,1964,Jan,5.6,1.1,9.0,13.0,37.2
1333,1964,Feb,7.4,2.5,7.0,22.2,57.3
1334,1964,Mar,7.2,2.1,7.0,92.6,65.9
1335,1964,Apr,12.7,5.6,1.0,59.5,128.5
1336,1964,May,18.6,9.3,0.0,44.4,190.8
1337,1964,Jun,18.6,10.7,0.0,49.3,156.1
1338,1964,Jul,22.0,12.7,0.0,21.2,214.7
1339,1964,Aug,21.7,11.8,0.0,14.6,217.7
1340,1964,Sep,20.6,9.6,0.0,15.5,210.4
1341,1964,Oct,13.3,4.9,2.0,17.5,134.5
1342,1964,Nov,10.5,5.0,1.0,25.0,55.0
1343,1964,Dec,6.8,0.7,13.0,43.7,51.1
1344,1965,Jan,6.4,1.2,14.0,56.0,83.7
1345,1965,Feb,5.6,0.5,13.0,5.8,31.1
1346,1965,Mar,10.1,1.8,10.0,44.2,137.7
1347,1965,Apr,13.1,4.5,2.0,49.4,141.6
1348,1965,May,16.3,8.4,0.0,63.8,179.6
1349,1965,Jun,19.1,10.8,0.0,53.4,188.7
1350,1965,Jul,18.5,11.0,0.0,90.0,122.8
1351,1965,Aug,20.1,11.0,0.0,61.7,181.2
1352,1965,Sep,16.9,9.1,0.0,75.4,122.9
1353,1965,Oct,15.2,7.0,0.0,12.0,109.9
1354,1965,Nov,8.0,1.9,11.0,51.2,77.4
1355,1965,Dec,8.1,2.4,5.0,95.5,71.9
1356,1966,Jan,5.0,0.8,15.0,30.8,42.5
1357,1966,Feb,9.0,4.6,1.0,74.9,41.5
1358,1966,Mar,10.7,3.2,3.0,9.9,121.5
1359,1966,Apr,11.1,5.0,3.0,81.7,81.5
1360,1966,May,16.3,7.2,0.0,54.0,234.9
1361,1966,Jun,20.8,11.3,0.0,56.6,199.0
1362,1966,Jul,19.8,11.7,0.0,80.9,149.7
1363,1966,Aug,19.9,11.1,0.0,78.8,188.6
1364,1966,Sep,18.5,10.3,0.0,52.5,168.0
1365,1966,Oct,14.2,7.9,0.0,122.7,90.4
1366,1966,Nov,8.3,2.9,4.0,28.0,61.0
1367,1966,Dec,9.1,3.0,2.0,80.4,41.7
1368,1967,Jan,7.2,2.6,8.0,35.5,64.2
1369,1967,Feb,8.9,2.9,5.0,64.3,88.2
1370,1967,Mar,11.1,4.2,1.0,30.7,174.6
1371,1967,Apr,12.0,4.7,1.0,40.4,130.8
1372,1967,May,15.6,7.5,0.0,85.6,184.2
1373,1967,Jun,19.5,9.9,0.0,49.3,232.0
1374,1967,Jul,22.7,13.1,0.0,76.6,234.4
1375,1967,Aug,20.7,12.3,0.0,44.0,167.1
1376,1967,Sep,17.7,10.9,0.0,59.4,116.5
1377,1967,Oct,14.2,8.8,0.0,121.7,95.1
1378,1967,Nov,8.9,3.0,5.0,29.2,69.2
1379,1967,Dec,7.1,2.0,12.0,63.3,70.6
1380,1968,Jan,7.3,2.0,8.0,57.9,50.0
1381,1968,Feb,4.7,-0.1,16.0,26.8,54.0
1382,1968,Mar,10.8,3.6,5.0,19.5,148.5
1383,1968,Apr,13.0,4.4,6.0,46.1,184.5
1384,1968,May,14.5,6.7,0.0,66.2,155.0
1385,1968,Jun,19.9,11.4,0.0,69.2,206.6
1386,1968,Jul,19.7,12.0,0.0,141.6,136.2
1387,1968,Aug,19.4,12.3,0.0,91.7,124.0
1388,1968,Sep,18.0,11.1,0.0,108.3,114.9
1389,1968,Oct,15.8,10.6,0.0,67.7,66.5
1390,1968,Nov,8.9,4.6,3.0,54.5,47.9
1391,1968,Dec,5.1,1.1,11.0,63.6,35.9
1392,1969,Jan,8.6,3.6,6.0,74.9,40.0
1393,1969,Feb,4.2,-0.9,16.0,39.9,78.1
1394,1969,Mar,7.3,1.1,8.0,48.3,70.5
1395,1969,Apr,13.1,3.7,5.0,37.0,221.3
1396,1969,May,16.4,8.3,0.0,88.8,161.9
1397,1969,Jun,19.9,9.5,0.0,20.7,276.9
1398,1969,Jul,23.2,13.1,0.0,49.0,243.8
1399,1969,Aug,21.3,13.2,0.0,87.9,157.5
1400,1969,Sep,17.7,10.8,0.0,32.8,97.4
1401,1969,Oct,16.7,9.9,0.0,5.0,112.0
1402,1969,Nov,9.0,3.2,5.0,52.0,84.6
1403,1969,Dec,6.0,1.2,9.0,72.9,35.6
1404,1970,Jan,6.6,1.9,10.0,66.6,34.5
1405,1970,Feb,6.6,0.6,11.0,49.2,115.9
1406,1970,Mar,7.6,0.6,12.0,45.8,120.8
1407,1970,Apr,11.3,3.8,3.0,75.9,132.7
1408,1970,May,18.8,8.7,0.0,22.9,224.8
1409,1970,Jun,22.4,11.6,0.0,43.0,270.9
1410,1970,Jul,20.4,11.9,0.0,42.3,192.4
1411,1970,Aug,21.0,12.2,0.0,51.9,185.6
1412,1970,Sep,19.4,11.2,0.0,40.3,157.3
1413,1970,Oct,15.0,7.4,0.0,19.5,106.2
1414,1970,Nov,11.4,5.6,1.0,150.3,64.7
1415,1970,Dec,6.7,1.8,13.0,33.9,43.8
1416,1971,Jan,7.2,2.5,7.0,105.3,42.1
1417,1971,Feb,7.9,1.5,8.0,22.1,69.5
1418,1971,Mar,8.7,2.2,8.0,42.9,106.0
1419,1971,Apr,12.0,4.3,1.0,44.8,122.9
1420,1971,May,17.3,7.4,0.0,46.3,228.9
1421,1971,Jun,16.7,9.4,0.0,135.8,143.5
1422,1971,Jul,23.2,13.1,0.0,37.3,259.3
1423,1971,Aug,20.3,12.7,0.0,133.2,134.2
1424,1971,Sep,19.5,9.8,0.0,13.4,166.5
1425,1971,Oct,15.8,7.4,0.0,74.2,135.2
1426,1971,Nov,9.8,3.0,7.0,61.3,102.0
1427,1971,Dec,8.7,4.6,3.0,24.0,29.8
1428,1972,Jan,6.4,2.0,6.0,60.5,41.8
1429,1972,Feb,7.0,2.5,1.0,50.8,27.3
1430,1972,Mar,11.8,2.8,4.0,63.2,144.0
1431,1972,Apr,12.2,5.4,0.0,45.8,117.6
1432,1972,May,15.1,7.4,0.0,49.8,141.9
1433,1972,Jun,16.6,8.8,0.0,55.8,150.4
1434,1972,Jul,21.0,11.8,0.0,23.3,168.7
1435,1972,Aug,20.7,11.6,0.0,29.8,160.9
1436,1972,Sep,16.5,8.3,0.0,31.0,129.1
1437,1972,Oct,14.8,7.4,0.0,25.9,91.6
1438,1972,Nov,9.5,3.8,7.0,65.8,80.6
1439,1972,Dec,8.7,3.5,2.0,74.0,47.6
1440,1973,Jan,6.8,2.1,10.0,24.4,38.8
1441,1973,Feb,7.7,1.3,11.0,15.0,74.1
1442,1973,Mar,11.0,2.1,4.0,10.8,150.7
1443,1973,Apr,12.1,4.2,2.0,42.4,167.7
1444,1973,May,16.2,8.1,0.0,71.2,168.0
1445,1973,Jun,20.9,10.9,0.0,109.3,249.5
1446,1973,Jul,20.8,12.2,0.0,60.0,171.1
1447,1973,Aug,22.5,12.8,0.0,28.8,192.0
1448,1973,Sep,19.7,11.0,0.0,32.7,153.9
1449,1973,Oct,12.8,5.5,1.0,40.8,95.1
1450,1973,Nov,9.8,3.2,10.0,28.3,89.1
1451,1973,Dec,8.3,2.3,8.0,30.9,62.9
1452,1974,Jan,9.3,3.6,3.0,65.0,56.3
1453,1974,Feb,8.7,3.1,4.0,77.7,58.3
1454,1974,Mar,9.3,2.4,6.0,36.7,101.7
1455,1974,Apr,13.0,3.8,0.0,4.2,142.1
1456,1974,May,16.1,6.8,0.0,31.6,191.4
1457,1974,Jun,19.1,10.1,0.0,78.7,206.2
1458,1974,Jul,20.1,12.2,0.0,41.7,187.8
1459,1974,Aug,20.6,11.3,0.0,97.2,198.7
1460,1974,Sep,16.5,9.1,0.0,156.1,146.5
1461,1974,Oct,11.0,4.9,1.0,66.4,105.4
1462,1974,Nov,10.1,5.0,0.0,95.1,52.9
1463,1974,Dec,10.6,5.9,0.0,33.4,58.8
1464,1975,Jan,9.8,4.6,1.0,69.4,44.7
1465,1975,Feb,7.9,1.8,4.0,29.7,57.8
1466,1975,Mar,7.8,2.5,6.0,95.2,72.7
1467,1975,Apr,12.8,5.3,4.0,46.9,131.4
1468,1975,May,14.3,6.4,0.0,49.0,159.1
1469,1975,Jun,21.5,9.4,0.0,18.0,301.0
1470,1975,Jul,23.8,13.4,0.0,34.1,242.4
1471,1975,Aug,25.1,14.1,0.0,30.2,218.6
1472,1975,Sep,18.7,9.9,0.0,95.3,147.0
1473,1975,Oct,14.2,6.5,1.0,11.0,120.7
1474,1975,Nov,9.8,2.5,7.0,37.9,85.1
1475,1975,Dec,7.5,1.7,10.0,21.7,34.4
1476,1976,Jan,8.5,3.4,8.0,18.9,70.3
1477,1976,Feb,7.5,2.3,8.0,18.8,42.6
1478,1976,Mar,9.0,1.7,11.0,16.0,107.8
1479,1976,Apr,12.9,4.1,4.0,8.1,148.7
1480,1976,May,17.8,8.3,0.0,44.2,172.0
1481,1976,Jun,24.4,12.6,0.0,17.1,261.4
1482,1976,Jul,25.9,13.2,0.0,14.3,254.2
1483,1976,Aug,24.4,11.4,0.0,23.9,257.4
1484,1976,Sep,18.1,10.5,0.0,90.7,118.2
1485,1976,Oct,14.1,8.3,0.0,99.5,43.6
1486,1976,Nov,9.2,3.4,5.0,55.9,54.1
1487,1976,Dec,4.6,-0.4,13.0,101.8,58.6
1488,1977,Jan,5.4,0.7,11.0,75.9,35.4
1489,1977,Feb,8.9,3.3,4.0,114.4,74.4
1490,1977,Mar,10.5,4.3,4.0,59.8,87.2
1491,1977,Apr,11.6,3.8,4.0,40.7,157.9
1492,1977,May,15.7,6.1,0.0,43.1,217.5
1493,1977,Jun,16.7,8.5,0.0,86.9,123.2
1494,1977,Jul,21.0,12.0,0.0,5.8,193.6
1495,1977,Aug,19.7,12.2,0.0,129.0,123.4
1496,1977,Sep,17.5,10.4,0.0,7.8,101.8
1497,1977,Oct,15.4,8.3,0.0,32.8,107.3
1498,1977,Nov,9.6,3.8,7.0,46.6,102.4
1499,1977,Dec,8.9,3.9,2.0,67.8,45.2
1500,1978,Jan,6.2,0.7,11.0,68.2,53.6
1501,1978,Feb,5.5,0.4,15.0,45.6,58.9
1502,1978,Mar,10.8,3.3,3.0,52.3,128.1
1503,1978,Apr,10.2,3.3,5.0,45.2,113.6
1504,1978,May,17.0,7.1,0.0,48.5,202.8
1505,1978,Jun,19.1,9.6,0.0,39.9,171.7
1506,1978,Jul,20.0,11.5,0.0,82.4,146.4
1507,1978,Aug,20.2,11.4,0.0,32.6,157.4
1508,1978,Sep,19.1,10.6,0.0,24.4,159.3
1509,1978,Oct,16.2,8.1,0.0,5.4,87.5
1510,1978,Nov,11.6,5.5,5.0,22.8,77.3
1511,1978,Dec,7.1,2.2,12.0,109.5,34.3
1512,1979,Jan,3.2,-3.1,23.0,56.8,72.0
1513,1979,Feb,3.8,-0.9,18.0,56.2,67.3
1514,1979,Mar,8.4,2.1,2.0,110.3,92.9
1515,1979,Apr,12.3,4.8,3.0,38.9,126.4
1516,1979,May,15.2,6.8,2.0,124.8,190.9
1517,1979,Jun,19.0,10.7,0.0,43.6,166.6
1518,1979,Jul,22.5,13.0,0.0,16.6,192.2
1519,1979,Aug,20.3,11.7,0.0,60.8,167.4
1520,1979,Sep,18.6,9.6,0.0,17.0,171.0
1521,1979,Oct,15.5,8.0,0.0,59.8,117.0
